EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,EXT1_E,EXT2_E,EXT3_E,EXT4_E,EXT5_E,EXT6_E,EXT7_E,EXT8_E,EXT9_E,EXT10_E,EST1_E,EST2_E,EST3_E,EST4_E,EST5_E,EST6_E,EST7_E,EST8_E,EST9_E,EST10_E,AGR1_E,AGR2_E,AGR3_E,AGR4_E,AGR5_E,AGR6_E,AGR7_E,AGR8_E,AGR9_E,AGR10_E,CSN1_E,CSN2_E,CSN3_E,CSN4_E,CSN5_E,CSN6_E,CSN7_E,CSN8_E,CSN9_E,CSN10_E,OPN1_E,OPN2_E,OPN3_E,OPN4_E,OPN5_E,OPN6_E,OPN7_E,OPN8_E,OPN9_E,OPN10_E,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
1,5,1,4,5,3,1,3,3,5,5,1,5,1,5,4,4,3,5,5,1,3,3,4,3,4,3,4,4,3,2,4,3,4,3,5,3,4,2,3,4,2,5,2,4,1,4,4,5,5,5155,988,3960,2998,9628,3852,3066,4433,4183,1973,2740,2024,1634,2660,2863,2723,4003,6074,2526,1326,1885,3900,3798,9974,4872,4015,3465,2384,9048,7176,2234,5442,4434,2984,3571,2827,3683,3424,2318,7089,6560,6276,1738,5872,4662,3102,4915,4801,2531,1154,2016-03-08 20:35:45,1280,800,6,200,10,2,US,35.8572,-84.0177
3,1,5,2,5,1,4,2,5,5,1,5,3,5,2,5,3,4,5,1,2,3,2,3,3,1,3,3,4,5,4,4,5,3,1,5,4,1,4,5,4,1,5,2,4,1,5,2,1,5,41856,2544,2904,3960,3216,2679,6488,6104,4464,3800,2928,2200,2880,2544,10079,2968,2728,6504,2592,3544,2687,5664,4992,3416,4712,2776,4400,6224,2664,2456,5552,3776,7104,12832,7032,5816,5824,44231,4088,15240,5712,7831,4272,4792,2105,4264,3136,3264,31615,2264,2016-03-08 20:35:58,1920,1200,2,340,14,3,CA,45.5,-73.5833
1,3,3,3,2,2,1,2,4,5,5,2,5,3,4,4,5,5,4,3,3,3,4,3,2,3,3,3,2,2,3,4,3,4,3,4,4,4,3,4,2,3,4,4,2,3,4,2,3,4,6612,3272,29801,2296,2216,3640,2304,3008,4038,2680,2800,2768,6632,3407,2832,2232,3919,6856,3528,5952,4256,2056,7895,23536,3328,9793,7152,1553,4224,2912,2848,4264,2320,2641,5800,8103,13104,11632,3064,6024,2880,5720,6696,4032,1856,3464,3512,2448,6994,5848,2016-03-08 20:37:14,1440,900,17,321,4,9,US,35.3981,-96.9398
3,1,3,3,3,3,3,3,3,1,1,3,3,3,1,1,3,3,1,3,5,3,1,3,3,3,3,3,5,3,5,1,5,3,5,1,3,1,5,5,3,1,5,1,3,1,5,1,1,5,5520,7366,8383,6565,3184,7516,12734,6300,5435,8084,12316,4318,3903,4117,7264,4466,4299,5765,4050,4350,4135,5846,4765,4151,13067,9203,6716,4232,4434,4933,4918,4318,3581,10134,982,9697,3333,21301,3732,5299,6282,9101,33197,25846,6721,5017,5218,6514,5616,2997,2016-03-08 20:37:19,1024,768,194,362,17,2,PH,14.5833,120.9667
1,0,3,3,3,4,2,3,4,5,2,4,4,5,2,4,3,4,3,4,5,3,2,4,3,5,3,4,4,4,4,3,4,2,3,5,3,4,5,4,4,3,4,2,4,2,5,2,4,4,15193,0,6001,5758,7788,3801,5575,5456,5424,6707,5639,22272,3494,39471,3277,4905,3831,3784,24030,5524,6798,5638,14883,4884,4333,2544,6369,4797,4422,4439,3881,32215,3944,1922,69013,4776,3567,4462,3102,3974,5956,7772,14996,3829,2752,5597,4991,4754,3603,2201,2016-03-08 20:37:41,360,640,18,494,177,1,MY,3.1512,101.6956
3,3,2,5,3,3,3,5,1,5,4,3,5,2,5,5,4,4,5,4,1,2,2,4,2,3,4,5,5,4,5,1,5,3,4,2,5,2,5,5,5,1,5,1,5,1,5,5,5,5,10564,2197,5090,4187,1900,32334,36264,5351,10738,3249,3392,6620,2869,2963,18405,5016,4067,9201,2299,2883,6664,5013,2273,2993,4091,5540,13102,4461,2749,4921,2712,5128,1874,3709,2399,4527,3606,21092,2453,6550,3471,4105,2193,5731,5034,4730,2985,5368,3648,3180,2016-03-08 20:38:08,360,640,212,318,29,1,US,40.7182,-73.3543
4,1,4,2,5,2,4,3,4,2,5,2,5,2,4,5,4,2,4,2,1,4,2,4,1,4,2,4,4,4,3,5,4,4,2,5,4,4,4,5,4,2,5,2,3,1,4,4,5,5,43741,5345,2998,2143,2639,2892,2458,3410,5604,3173,2864,3183,2280,2875,2221,4156,1721,2416,2126,3632,2607,2047,2165,4496,4197,5786,2186,4806,1261,2958,3969,3925,7943,1537,5844,3233,2875,4047,2868,1640,3458,4209,1656,1625,1632,3154,1635,2278,2457,1596,2016-03-08 20:39:52,1366,768,111,198,10,226,AU,-37.8139,144.9634
5,1,4,1,3,1,5,2,5,3,2,4,5,0,1,2,2,1,2,3,4,4,4,3,2,4,3,2,2,5,2,5,2,5,1,5,5,1,1,2,3,1,5,4,4,1,4,2,5,5,5622,1697,3105,2467,2705,2259,3276,3108,3522,4332,5705,4161,2169,0,2191,2753,2497,1021,2239,2782,1628,2601,4321,5742,3642,2517,3937,8753,5208,4302,3591,3952,2241,3334,3888,5407,2752,5712,2338,4814,1877,4254,2703,4183,1598,2517,2921,5391,2801,1076,2016-03-08 20:40:11,1920,1080,4,169,10,226,AU,-37.8139,144.9634
4,2,4,2,4,1,3,1,4,4,1,4,1,5,1,4,1,1,4,1,2,4,3,4,2,1,2,3,4,3,4,2,3,3,1,3,3,3,3,4,4,1,3,2,3,2,4,3,5,3,6282,4653,3347,22188,3794,33311,194816,16244,3564,34530,7446,20854,11582,20252,16059,14110,7810,36508,3615,11215,5168,4021,11155,6664,6664,7028,6261,8520,3758,4236,4808,9697,9638,6925,6901,5987,7565,26356,3649,24341,4629,5510,10463,6643,5111,4326,3930,32271,4295,3308,2016-03-08 20:41:08,412,732,7,748,5,1,US,37.4192,-122.0574
4,1,4,3,5,1,4,3,3,2,3,3,5,4,3,4,5,3,4,3,1,5,2,4,2,4,2,4,4,4,4,3,4,4,3,3,4,3,5,4,3,3,3,2,3,2,4,4,4,4,7097,3387,4777,4505,2519,3189,3151,6738,3078,5745,3162,2183,8239,2977,2184,3773,1762,12783,5955,1637,4511,1897,3014,2370,4902,11293,13316,1651,2283,4031,2148,5038,2817,2185,3412,3177,2085,2047,2582,2855,3127,2668,2309,3760,2221,4877,2656,2133,1950,3214,2016-03-08 20:42:10,1366,768,5,197,12,270,AU,-37.8139,144.9634
3,5,2,5,1,2,1,1,1,5,2,2,4,3,3,4,3,3,4,3,5,4,4,2,2,3,5,3,4,4,5,5,5,3,3,4,2,1,2,4,5,1,4,1,4,2,5,5,4,5,9970,4403,2968,2686,2632,5964,4950,2665,5402,4218,3817,3165,3231,9149,6750,2686,3250,3281,3116,3516,3131,3202,3602,6499,5035,3967,4483,4033,9734,3532,2766,5779,2801,3235,4601,3584,3302,3384,4183,4152,3567,3285,4599,4551,2819,3349,2717,6068,8319,2852,2016-03-08 20:42:12,375,667,9,216,9,3,US,28.5383,-81.3792
4,1,4,2,4,2,2,2,5,4,4,4,5,2,2,3,4,4,2,4,2,5,4,4,2,5,2,4,4,4,3,4,4,4,4,2,4,3,3,4,2,1,4,2,4,2,5,2,3,4,3937,2602,2374,2049,1618,2268,2553,1799,2717,1856,2266,1331,4426,1950,2360,2703,27717,1649,1253,1793,4219,3250,3410,2242,2332,1651,2881,2473,2133,1666,2650,2484,1475,1525,2409,4952,3291,1683,1584,2753,3369,3653,713,2836,1483,3347,1918,2286,4100,1043,2016-03-08 20:42:14,1280,800,360,148,13,240,AU,-37.8139,144.9634
4,2,4,2,4,2,4,2,4,3,3,3,3,3,2,1,2,3,2,2,4,3,2,2,5,3,3,3,2,4,4,2,4,2,3,2,3,2,5,4,4,1,5,2,5,1,3,4,3,5,4360,2858,824,2386,1628,2347,2626,2145,3555,5027,563,3090,2294,11185,2633,1553,2639,1838,4260,1762,3636,3323,4021,3233,3976,856,3623,3376,1636,1823,2647,3953,1396,3540,2782,7620,2513,13298,1245,16877,1387,1816,1335,4275,2551,1943,3248,480,1484,901,2016-03-08 20:43:06,1440,960,4,165,12,217,AU,-37.8139,144.9634
1,5,3,5,2,2,1,4,2,5,4,4,4,2,2,4,3,1,4,3,1,4,3,5,1,4,1,4,4,4,3,4,3,3,3,4,4,3,2,2,4,2,5,1,4,1,4,3,3,4,5047,5273,7549,8427,2743,5151,1171,2746,4189,10365,6462,2456,3556,3746,5232,2024,5064,8442,6418,6248,3651,3203,4084,4580,4134,4096,9236,2535,2573,5271,3135,3316,5470,3063,4501,8757,6132,4421,2843,4660,3426,8112,7549,3846,2885,2367,3958,3627,4499,2148,2016-03-08 20:43:26,800,1280,63,236,58,262,AU,-37.8139,144.9634
1,5,1,5,1,3,1,5,1,5,1,1,1,5,5,5,1,1,5,3,1,1,5,1,5,1,5,1,1,1,5,1,5,1,1,5,5,5,5,5,5,1,1,5,5,5,5,1,5,3,19676,9443,3198,5023,5032,4486,5322,67366,8876,6807,11315,8061,4828,9844,5380,4723,6313,10732,6747,3428,3622,5619,4218,7978,10709,4546,6029,9286,4340,7926,9257,5571,12341,5073,6350,14286,6726,6057,4360,4803,5217,8571,4258,7204,10857,8602,6008,5558,4536,3063,2016-03-08 20:47:09,1280,800,48,411,7,3,US,38.0,-97.0
3,2,4,4,2,3,2,3,4,3,4,2,4,3,2,2,1,1,2,3,4,4,1,4,2,4,2,4,4,0,2,3,2,3,3,1,4,1,4,3,1,3,1,5,3,3,4,2,2,3,6666,7670,10227,4396,4687,2983,7873,7063,6209,3953,3742,3261,7623,3552,63282,16802,17722,2017,3697,8439,13374,4865,4429,3025,4690,2299,2697,4971,1858,0,8205,6866,3960,4178,2796,7227,3220,60212,2382,34042,5699,6716,5045,4603,5190,5335,16631,4908,3337,29207,2016-03-08 20:47:12,1440,900,3,456,24,270,AU,-37.8139,144.9634
3,2,2,4,2,4,2,4,3,5,5,3,3,3,2,4,4,3,4,4,1,3,1,4,2,4,3,4,4,3,1,2,3,3,3,3,3,3,1,3,2,2,3,3,3,3,3,2,5,3,389565,7062,4035,5841,4658,11644,5107,3633,6003,3389,4176,3188,2342,5000,9494,4084,3878,2265,4699,3739,6550,5034,5281,5588,4927,30469,4929,5109,2689,6156,3972,4178,5013,3846,7047,8410,6331,2797,3569,6338,5246,5197,3653,19349,3944,3722,3088,2577,3669,2431,2016-03-08 20:47:25,1366,768,14,667,133,262,AU,-37.8139,144.9634
1,3,2,4,4,4,1,4,1,5,4,2,5,4,3,2,4,3,4,2,4,3,1,4,4,3,5,3,4,2,3,4,3,4,1,4,3,4,4,3,4,3,2,3,2,4,4,3,4,2,3264,2296,3656,2831,2449,4778,4698,2027,2332,2518,2201,5262,2152,4512,5208,3274,1560,4176,689,2611,5911,2088,3016,2807,3294,4280,2368,1848,4820,2919,3808,4456,3032,2777,3057,3672,2958,2680,1760,2648,3534,2450,3313,2112,2150,4311,2213,2799,1674,1534,2016-03-08 20:49:19,1280,768,23,154,9,1,AU,-27.0,133.0
1,5,3,3,3,3,3,3,3,3,5,3,5,5,4,3,4,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,13080,6455,5265,4904,2239,1269,1096,2487,911,1488,5255,5568,4551,3897,768,3688,3032,3617,905,671,4357,5681,6399,4992,6074,2048,3727,2616,1040,775,8705,6567,3224,3719,1080,2842,3609,2129,3318,729,5600,3527,6384,5014,2520,2320,1552,983,793,759,2016-03-08 20:50:00,1366,768,17,177,34,15,PH,11.5853,122.7511
2,3,3,3,3,2,2,4,2,4,5,1,5,1,3,5,3,2,4,5,1,3,2,4,1,5,2,4,5,5,3,5,3,3,1,5,4,2,4,5,4,2,3,4,3,2,4,3,4,4,7806,7505,1437,1533,4300,2532,3451,3897,3182,1231,1848,4218,1369,1900,5232,3152,4052,4965,5136,1517,1169,3194,5197,4950,2448,2671,3498,2251,4265,3372,2634,2780,2066,1883,4219,3013,5247,4024,3413,4563,3799,5347,11157,2066,1963,4347,3884,3280,6349,864,2016-03-08 20:50:06,1920,1080,61,182,14,7,AU,-34.45,150.8833
4,2,4,2,5,2,5,3,2,2,2,3,5,4,4,2,3,2,3,2,5,5,1,4,3,3,3,5,4,5,3,4,4,2,2,5,3,2,4,4,3,3,4,3,4,1,3,2,4,4,14780,4568,2105,1894,2033,2645,2063,8657,3403,5032,5616,4304,14937,29599,2764,6149,4875,3304,1303,4421,3189,3619,2219,2898,6329,5977,3219,2823,3364,1795,3501,4983,2667,2050,4393,6749,4769,8548,3132,35520,3666,8673,1926,8529,1953,5288,29642,7873,5026,4513,2016-03-08 20:50:11,1440,960,9,315,29,262,AU,-37.8139,144.9634
4,2,5,1,4,2,4,3,3,2,3,3,4,2,2,2,3,3,2,2,2,4,2,4,3,3,2,4,4,3,4,1,4,2,4,1,5,1,4,4,4,2,4,2,3,2,4,3,3,3,13277,5366,6178,4552,2451,3150,5590,11020,5186,3262,3715,4516,3730,25810,6102,3720,4956,4177,3522,2268,21676,3547,4704,3786,4901,2585,11021,3842,4737,23342,3969,7220,4012,4192,19960,7403,1616,13781,4011,2800,5190,6958,20687,14052,3520,3103,4231,3602,3530,2252,2016-03-08 20:50:22,1280,800,4,348,24,217,AU,-37.8139,144.9634
3,3,3,3,3,4,2,4,3,4,4,3,4,3,4,2,2,2,2,2,1,4,1,4,2,4,2,4,4,3,4,4,4,2,2,4,3,2,2,4,4,2,4,2,4,2,4,4,4,4,7266,3393,2481,5017,15256,809,4656,1170,17720,1883,1923,2728,2627,2720,3572,1530,1767,1743,1145,1634,2387,2139,1731,2477,4084,1891,3145,3402,2533,2248,2962,3470,2232,7353,3429,3721,1275,1644,2188,3298,1651,3749,1371,3776,6861,2947,4239,7244,2914,4120,2016-03-08 20:50:26,1440,900,26,180,22,240,AU,-37.8139,144.9634
2,3,3,3,3,4,2,3,3,5,3,4,4,3,3,3,3,3,3,3,4,3,3,4,2,5,3,4,4,4,4,4,4,3,3,4,2,4,5,4,4,2,4,4,4,2,5,3,4,4,9850,911,8308,10282,2500,1580,4073,3338,2554,4107,3306,6425,2165,4292,2074,2188,2258,1692,4284,3301,4141,2377,2340,910,4666,1685,2517,2659,3755,3774,4232,910,1052,14305,3592,3395,1754,42934,2050,2024,3310,963,804,2642,2798,4004,4636,14610,18165,2469,2016-03-08 20:51:06,360,640,4,241,5,1,MY,3.1512,101.6956
1,2,2,5,2,3,2,5,1,5,0,5,5,4,1,4,2,1,4,3,3,5,3,4,3,5,3,4,5,4,5,4,5,1,5,1,5,3,5,3,5,1,5,1,5,1,5,4,5,5,19873,12290,3928,2694,3099,5998,3413,9936,3741,1733,0,8364,1273,1866,4938,1319,3564,6877,3407,2342,9449,3041,7494,28217,57929,2964,3723,4364,2170,3181,15112,4219,5005,7923,2424,10515,2180,10009,2385,4335,7590,4873,2884,13848,1290,2512,2269,2388,3041,2246,2016-03-08 20:51:16,1440,900,2,332,20,1,CA,43.8581,-78.9319
3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5452,5275,2268,55691,3120,2719,2994,4026,2525,3694,24231,8164,4051,7053,2067,36758,4880,3674,6208,2311,4108,2356,2694,3999,6496,2334,2317,11211,1741,3258,4583,85405,5263,4621,2778,7416,1499,2292,2750,2115,2982,6047,2284,5252,1875,5037,2585,4101,2612,707,2016-03-08 20:51:27,1366,768,5,376,8,15,PH,11.5853,122.7511
1,5,3,3,4,4,1,5,3,5,1,4,1,5,1,1,1,1,1,1,3,2,2,1,1,1,2,5,1,3,4,1,5,4,5,1,3,2,3,1,3,1,5,1,5,2,4,2,5,4,7987,3150,3553,3684,3134,16155,4436,3818,6076,23180,6437,3964,3039,10097,3917,2805,2625,5594,3505,2608,3650,3595,2132,3376,3672,3497,7022,2648,2768,41105,3190,4909,3066,33197,4544,3714,3197,4413,3242,3732,2984,7435,2357,4177,5020,2950,4565,26866,4466,2761,2016-03-08 20:52:49,1920,1080,5,341,22,5,US,46.8387,-117.6443
4,3,4,2,4,3,4,2,4,3,4,3,5,1,3,5,4,4,3,4,1,4,3,5,1,5,1,5,5,4,2,5,3,5,2,5,4,4,2,3,1,4,5,4,3,1,3,2,5,3,13584,3148,3292,2408,2993,20390,3201,3357,4209,3609,6939,2660,3872,1434,5186,3040,3858,10589,3768,1831,2178,4917,4224,4858,5694,7246,2862,2110,4721,22611,1406,10062,2156,25395,2591,7507,3014,8780,5941,2796,1592,5343,3283,9754,2320,1359,3490,7813,2483,2057,2016-03-08 20:52:51,1680,1050,4,276,9,5,US,46.8387,-117.6443
4,1,4,2,4,1,4,2,3,4,4,4,4,3,4,2,3,2,2,2,4,4,4,3,2,4,2,3,2,3,4,2,2,3,1,4,3,3,2,2,4,4,3,2,3,4,2,2,2,3,3470,4759,2596,2360,3166,2683,3789,3258,3311,7962,3730,3296,3396,8616,3059,5665,3496,8141,2819,1827,7501,3261,3325,2143,4357,4079,4447,3593,2430,3982,2413,2945,3306,18642,3248,4155,2909,2303,1868,3953,7863,28897,2447,12692,1812,3817,5460,3737,3448,1524,2016-03-08 20:53:47,1280,800,4,239,14,226,AU,-37.8139,144.9634
3,3,3,3,3,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,5,3,1,3,3,3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,3,3,3,1,3,1,3,3,1,3,6420,2408,3834,9015,3555,3466,11415,2249,12949,3516,1945,681,6166,3500,6489,2125,5383,7020,3143,2654,5693,3218,8607,376,6913,3591,6540,16440,3689,5032,971,5697,2450,5325,5599,7966,1502,9007,3032,6162,4076,3653,3659,4892,3153,2184,5399,6585,3359,3786,2016-03-08 20:54:22,1366,768,4,248,13,2,PH,14.5833,120.9667
2,4,3,4,3,2,2,5,1,4,3,3,3,2,2,2,2,2,2,2,1,4,1,5,1,5,1,5,5,4,4,2,5,1,4,1,5,2,4,3,4,2,3,2,4,2,4,3,4,3,9504,2696,2598,2309,2730,3321,4598,3247,2882,2806,1374,1648,1447,3524,3985,1867,1831,2211,2083,1802,4373,4300,1416,1733,4492,2078,8326,1924,2505,2476,3952,1989,1955,2483,3228,3318,2555,2252,1870,4314,1563,3294,3467,5234,2007,2202,3593,2149,2355,3053,2016-03-08 20:54:43,1280,800,9,151,23,1,CA,43.6618,-79.3847
4,1,4,2,4,2,2,3,3,3,4,2,5,1,3,3,2,3,4,4,1,5,1,5,1,2,2,5,5,4,4,3,5,2,4,3,5,2,4,4,4,2,3,1,5,2,4,4,5,4,10774,2861,2010,1658,1173,3136,1224,2553,3473,2908,1616,1434,1085,1482,2646,1291,1185,2079,894,542,1908,1679,1896,853,2008,989,2236,1854,2176,2522,2474,2868,1385,1817,1946,2756,956,1235,819,6456,1297,2725,1441,1864,298041,2293,1596,1004,1600,1480,2016-03-08 20:56:01,1920,1080,6,401,37,1,US,38.0,-97.0
2,3,2,3,4,2,2,4,3,4,2,5,4,3,2,1,2,2,1,3,2,4,3,5,2,4,2,3,4,4,3,4,4,3,2,4,4,2,3,4,4,2,5,1,4,1,2,4,5,4,3859,2256,7477,2977,3790,7354,4646,3057,6070,3587,3132,5643,6283,3800,2984,2857,2535,2460,2373,2417,5116,3824,5320,3736,3883,6283,3894,4530,2590,3260,2400,4330,2467,4550,6460,3726,2716,3013,5687,2718,3222,4876,3400,4413,3606,3287,14989,2724,3297,2097,2016-03-08 20:56:08,1920,1080,44,207,11,1,US,27.7181,-82.3518
2,3,4,4,4,3,3,3,4,3,2,3,4,3,4,3,3,4,3,4,2,3,4,3,4,3,3,3,4,3,3,3,4,3,4,3,3,3,4,3,3,4,3,3,3,3,4,4,3,4,3093,936,712,1240,2399,1296,1296,4288,632,2504,1975,3888,673,600,912,4352,1784,1671,1032,1193,1790,568,1072,768,3672,2391,520,1280,599,2864,2632,1320,2176,2304,584,2224,688,945,721,6871,3760,8255,1007,896,1113,1127,1760,736,2224,647,2016-03-08 20:56:20,1366,768,4,95,18,15,PH,11.5853,122.7511
5,1,5,3,5,1,5,3,5,2,4,4,5,3,3,5,5,5,5,1,1,5,1,5,1,5,1,4,3,4,3,4,4,3,4,3,5,5,5,5,5,1,1,1,5,1,5,5,5,5,4476,4857,2120,4392,2244,2973,1231,3014,32933,2811,828,614,1541,527,1540,9637,627,687,1756,2961,1291,1971,2687,2898,1344,2021,1354,989,3340,6134,2771,1368,1431,854,2095,1857,7554,2049,2286,1091,991,2973,2962,2438,2222,3074,588,466,5923,1355,2016-03-08 20:56:46,1821,1024,11,155,9,1,US,44.7457,-91.5132
2,3,2,4,3,3,4,3,4,5,4,1,5,3,3,2,3,4,2,3,2,3,2,4,2,4,2,3,4,3,5,2,3,1,5,1,5,5,5,5,3,2,2,2,4,2,2,3,3,3,20963,16768,6026,6361,3170,3348,9815,2895,4392,1899,14082,3107,2186,3657,21604,2698,4509,10404,7396,6489,8832,13918,8709,16508,17904,29674,1636,3672,2253,19320,2573,11683,12712,1889,3499,3520,2671,15317,1878,5661,7935,29500,10965,16749,3846,5556,5120,3584,4665,12450,2016-03-08 21:02:34,1188,668,12,442,29,1,US,36.2077,-119.3473
5,1,5,1,5,1,5,1,5,1,5,3,5,1,5,1,1,1,3,1,5,5,1,5,1,5,1,5,5,5,5,1,3,1,5,1,5,1,5,5,5,1,5,1,5,3,5,3,3,5,40033,4694,4568,5424,6790,4500,4826,6081,3714,3881,3310,13368,3695,4667,6044,6034,4362,5157,3035,4000,3550,3664,4579,3420,4834,3154,6652,5118,4226,4048,3005,5655,4843,5295,5039,10847,15436,6033,4715,5639,2564,7998,4804,6218,4018,6957,22402,5384,3587,3595,2016-03-08 21:02:44,1280,800,3,317,5,3,US,38.0,-97.0
2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,2,3,3,3,3,3,3,4,2,3,3,3,3,3,3,4,3,4,3,3,3,4,3,3,3,3,4,4,2461,1184,2576,2951,6632,1727,816,3688,1280,1647,3176,935,1632,1728,713,616,1232,1104,1601,936,5926,1265,1136,1769,656,1297,1519,2360,1712,3720,1792,616,1871,1183,616,816,3641,2552,655,1088,2719,1256,2128,1064,1575,1599,648,1688,664,808,2016-03-08 21:03:20,1366,768,5,91,11,15,PH,11.5853,122.7511
3,3,4,3,3,3,3,2,5,5,5,2,5,3,5,4,5,4,5,2,1,3,5,5,2,4,3,4,5,4,3,3,3,5,1,4,3,3,4,3,2,4,5,3,5,2,4,2,5,5,2896,5230,3225,2889,3966,2503,2751,9647,3562,3286,3925,6704,3601,5409,1777,2680,1683,1957,1057,3035,3575,2861,4468,1858,2221,4676,2174,4307,4896,2398,2235,3388,2841,2029,3155,4241,2038,1833,2723,2826,1005,4897,2772,2151,2753,3420,3876,3584,3977,1231,2016-03-08 21:03:23,1280,720,3,163,12,1,AU,-33.8667,151.0333
4,3,2,4,4,0,3,4,3,4,4,0,5,3,4,2,3,4,4,4,4,2,2,3,5,2,3,3,3,4,4,3,3,3,4,2,4,3,4,4,3,3,3,3,5,2,3,4,4,4,2239,1372,488,2593,631,0,3655,1151,1639,1977,8370,0,4258,887,2112,972,2267,662,615,1958,415,2567,554,1501,6385,3756,868,1571,5082,1317,622,625,1505,1344,3195,2785,2241,1627,1614,2566,1122,2122,915,1207,1619,1662,827,932,1138,802,2016-03-08 21:04:07,1280,800,68,94,4,5,KR,37.57,126.98
1,5,3,5,3,5,4,5,3,5,5,3,5,2,3,5,4,3,5,3,4,4,4,4,5,5,4,5,2,3,2,3,5,4,3,5,4,1,1,5,3,4,1,1,3,5,3,3,5,3,5824,2600,1864,1928,2040,1975,3808,2272,984,2544,2072,1768,1968,3320,2248,448,4129,2536,1128,3303,4696,3383,1816,2528,1912,896,616,2816,2568,2400,2472,3344,2048,2464,1880,4152,1720,2368,2320,2697,2352,4808,1888,3040,2696,3432,4703,2336,1591,1808,2016-03-08 21:06:06,1920,1080,7,128,11,1,AU,-27.5424,153.0912
3,3,4,3,4,3,2,3,4,3,3,3,5,5,5,5,3,4,5,5,1,3,3,4,2,4,2,3,3,3,2,4,5,3,1,3,4,4,3,3,4,2,4,2,3,2,4,3,4,3,4764,3366,2323,2346,1964,3735,5409,5740,3286,2265,3729,3634,2823,2418,2245,2848,5086,3620,2412,1082,6040,3570,3040,1985,4425,3612,1483,1432,4057,3378,4190,3611,4583,2063,2087,3822,3185,2464,1264,3699,2937,3001,1884,2923,2407,1978,1522,4339,3309,1947,2016-03-08 21:07:07,600,960,225,156,12,34,US,37.4192,-122.0574
3,4,4,3,2,2,3,4,3,3,3,3,4,2,2,2,3,2,2,3,2,4,3,4,2,4,3,3,4,3,2,3,3,3,1,4,2,2,1,3,4,2,4,1,4,2,4,2,4,4,9022,1272,8399,5600,3840,5224,3567,2904,2096,3952,2336,2296,3280,5008,5864,2200,2088,2568,2576,880,4551,2336,2032,2280,3016,2656,2921,2520,2759,3656,4488,3640,4065,1296,1776,2576,1664,4776,3209,1072,2936,1792,416,4304,3728,3408,7088,2360,1968,1168,2016-03-08 21:07:11,1360,768,12,162,8,1,US,44.4759,-73.2121
2,4,3,3,2,4,1,2,2,5,2,4,3,4,1,1,2,2,1,1,1,3,3,4,3,4,2,4,4,4,3,3,4,4,2,4,4,3,3,3,4,1,4,2,4,3,4,3,4,4,9460,7825,2047,2200,1448,2064,2008,4512,5304,3472,2992,4448,4120,2897,1576,2128,3080,2696,1943,2360,3992,2663,3040,1513,1800,2680,3423,3848,1561,1872,2656,2720,2825,3095,3449,2712,2192,2159,1136,1976,1656,3497,2480,4023,1967,5161,1824,1632,3760,737,2016-03-08 21:08:21,1366,768,11,148,15,1,PH,14.5833,120.9667
1,4,3,4,3,3,2,4,1,5,3,2,4,3,2,2,4,2,2,1,4,4,1,4,1,4,2,4,5,2,5,1,4,1,5,1,4,1,5,4,3,1,4,1,4,1,4,2,5,4,3068,3267,6402,4067,4600,4366,6350,1699,2634,1350,2084,3434,2036,1833,3334,4400,3201,2833,2101,1416,3199,3816,3000,2384,3866,2434,5151,2499,4300,2816,1500,4067,2265,2717,2783,3167,1699,2567,2002,5802,2683,5883,2331,20768,2033,4083,2352,3833,1814,1716,2016-03-08 21:10:13,1920,1080,19,176,16,2,US,37.7957,-122.4209
3,3,4,3,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,5,5,2,4,1,4,1,4,4,3,4,1,4,2,4,3,4,3,4,4,2,3,3,4,4,4,4,2,3,4,6173,1737,1419,6013,2279,2807,3459,1887,3334,2177,2068,2875,1697,2357,1824,1352,1741,1609,1362,1336,1995,1829,2022,1588,3925,1308,4080,4312,1686,2882,3123,3938,1470,2809,3558,4929,2884,2478,2128,1941,2072,2213,24427,3324,2344,3239,13007,1548,2155,1290,2016-03-08 21:10:26,1280,800,416,161,21,1,MX,25.6667,-100.3167
